,x1,x2,w
67,-1.4768470980048305,-1.712658593207578,1
68,0.2564804523668607,-3.690175161623197,1
69,-0.5886732412140006,-2.4927598636927364,1
70,-0.7068235959495996,-2.9244565430689287,1
71,-2.443431939560302,-3.442092884461686,1
72,1.3526038521600152,-3.737481274073655,1
73,-1.673359491579079,-2.5891355420254687,1
74,-3.6575026525501126,-4.662832589002655,1
75,-0.640117297797318,-1.1780420050517906,1
76,-3.3756349939690207,-1.2033836543017324,1
77,-2.4656214373521896,-2.8274183594731594,1
78,-1.7261150504285705,-1.5385758588989478,1
79,-3.8788482154400383,-1.7215475828473976,1
80,0.3739983773971846,-1.9431572057333544,1
81,-0.883455704026209,-1.7809254402145869,1
82,-0.145622005769999,-3.8616604589560337,1
83,-2.64528332663014,-1.68493564890231,1
84,-2.866181703683924,-0.9900466598059858,1
85,-4.255384672713054,0.1837517173514911,1
86,0.1009066518835248,-0.0608227587282192,1
87,-0.5343969779262975,-2.58647346001764,1
88,-2.0402240849802253,-0.0817530952529306,1
89,-1.409906783393417,-3.014125460421087,1
90,-0.5053836405631145,-3.889461828214289,1
91,-2.622045149632794,-1.0495147006716334,1
92,0.4273983425621581,-4.274147353500176,1
93,-1.8790681748966411,-1.6489638180068678,1
94,-0.8876431394984262,-2.8538097684070065,1
95,-1.2702450895944102,-3.087002912954066,1
96,-0.8154744769839951,-1.7536005016501537,1
97,-0.3937541874740196,-0.9067117877521872,1
98,-1.1106522683831153,-0.2280406323330477,1
99,-2.491795008257249,-1.7399262421104462,1
100,-0.11818463468828,-0.8426761281360293,1
101,0.3577250530418792,-2.397859051520534,1
102,-1.728703064415667,-3.258396858693688,1
103,-2.3183223571562563,-3.89144420679876,1
104,-0.1132712395963655,-2.3377941634308543,1
105,-1.8020812634021848,-4.143609061723401,1
106,-2.547361439629597,-3.40840359871728,1
107,-0.6031405768133088,-0.1488722273793357,1
108,-0.3587808646539763,0.1314357589127999,1
109,0.1150511877279083,-1.845896415981376,1
110,-2.967755882848055,1.471643424047512,1
111,-2.907620721912753,-3.4011007879049115,1
112,-0.7819061415830227,-0.3486816599741296,1
113,-2.935324371762112,-3.2375465281894424,1
114,-2.2443153008782266,1.174195635574809,1
115,1.872637077024844,-4.286940743740949,1
116,0.3117496332208349,-2.8071015695309685,1
117,-2.891757792480784,-2.245334003319626,1
118,-1.5250884925526391,-3.215854969876749,1
119,-1.1075379031418318,-3.574644793979222,1
120,-3.895301367583365,-1.3184449805759126,1
121,-0.6911762087418856,-2.822276211165052,1
122,-3.392685052995416,-2.3086626920216773,1
123,-1.2544148508154156,-0.2917679503653261,1
124,-1.521143224229622,-2.866783871668755,1
0.1,4.297274715089757,2.7090351067753966,2
1.1,6.540911830882492,3.6520724826962025,2
2.1,2.714912074036453,2.682117474362262,2
3.1,5.113382868157253,3.893188680178751,2
4.1,4.674818359889995,2.6754765476298705,2
5.1,4.295126983933765,3.6624436074351374,2
6.1,4.116660955289936,1.525510928525171,2
7.1,5.084118256580728,3.2251155298669567,2
8.1,4.868254270341857,3.3626730624799066,2
9.1,2.476266910491608,1.4839717137486446,2
10.1,4.287534925677348,2.277464856916075,2
11.1,4.801263576402225,0.9118910024717896,2
12.1,5.003752165722521,2.791026305771265,2
13.1,4.3142056514802185,2.672557739447168,2
14.1,5.079074398292026,3.67866282074841,2
15.1,4.036993811893405,2.8261855486535685,2
16.1,3.5938879305424924,2.543125601770043,2
17.1,6.806024294975973,4.888508647212886,2
18.1,5.053246953624632,2.09882866711466,2
19.1,8.048226071076988,4.942774424904144,2
20.1,4.381156032469429,3.1652353659080097,2
21.1,5.9848643720126224,3.776282209185981,2
22.1,5.590790973077903,1.5586149623489054,2
23.1,4.229557168712253,1.8823062555238237,2
24.1,6.683890183733065,3.102964138179704,2
25.1,6.383471840860281,2.635275589317936,2
26.1,6.063632317200533,2.461139212284344,2
27.1,5.713430890414989,3.8465591022731274,2
28.1,5.197782649116342,1.813969494997424,2
29.1,4.285696316023931,4.078051288617611,2
30.1,4.62526898628148,1.782073660757563,2
31.1,2.732741121857914,1.625679975937424,2
32.1,6.03498786000012,3.807350799454437,2
33.1,5.015418929977969,4.171663366423516,2
34.1,3.3519520775513643,2.7671963334228478,2
35.1,4.822946935857054,4.084598835605624,2
36.1,3.5395627035636976,1.696190366211921,2
37.1,4.3416550581334405,3.4218871143866685,2
38.1,7.142262201884844,4.006579452713456,2
39.1,5.430998888099831,3.052321377992665,2
40.1,6.122057102836023,4.0215981303890125,2
41.1,5.444960824256998,2.5585224891445115,2
42.1,2.6831237554650165,2.3407926528623406,2
43.1,5.158019767817297,3.625577002139453,2
44.1,3.9011037420893913,2.515110280396339,2
45.1,5.356075554441232,3.899247524226007,2
46.1,6.592833385301591,2.7920532742881035,2
47.1,3.8561874961042726,2.372235615210573,2
48.1,5.596888781586827,2.743889835544487,2
49.1,4.506066405262338,3.5056674054269648,2
50.1,4.496027732885646,3.9983244853241735,2
51.1,4.8738144587181065,2.8837467543436213,2
52.1,5.861783402443263,3.407447282676557,2
53.1,5.767043511646166,3.4780901232409067,2
54.1,3.912921428481528,1.0392415485361084,2
55.1,4.932013495756768,2.8704501773531383,2
56.1,7.850287865684233,3.636377674807117,2
57.1,2.804643586758249,1.3934188221390469,2
58.1,5.3557481292988856,3.322931886610988,2
59.1,7.064234950809087,3.260750730776878,2
60.1,6.34308825544993,3.005082929337611,2
61.1,5.480075746392303,2.9918085426625742,2
62.1,4.998060181824891,2.3596463324558883,2
63.1,7.543588746283728,4.209630013603531,2
64.1,7.204988977078502,5.879757720068515,2
65.1,5.327791328582312,1.9576475843733625,2
66.1,5.598412442853327,2.7590883216797364,2
67.1,4.560843649465021,3.622821355897328,2
68.1,5.500341524998645,2.622056594459474,2
69.1,8.073560543492015,4.091011584367617,2
70.1,4.722464254076334,3.117623754361832,2
71.1,4.468770747140081,3.860530491363808,2
72.1,3.786292879665668,2.762896977089449,2
73.1,5.365447591221963,0.6053162056191979,2
74.1,5.928332533157971,2.9071805814210694,2
75.1,6.35880327390501,3.702627203090572,2
76.1,6.60922420783141,3.0956533349701787,2
77.1,7.196846522015021,4.345215467717643,2
78.1,5.0551269920178665,3.1794815712404274,2
79.1,4.106162611168763,1.948250772434132,2
80.1,4.813311617831134,1.3943785675418998,2
81.1,2.404922430620282,1.118565387850964,2
82.1,4.656945042807935,3.931460591573101,2
83.1,4.578734943384044,3.204157236151951,2
84.1,4.375541356866,3.294429538350047,2
85.1,3.911492128640999,2.618872164788336,2
86.1,5.316892876258972,2.863219979434699,2
87.1,4.78361309298318,3.1224828387591548,2
88.1,5.734720583702577,2.349988985492212,2
89.1,4.038068445703189,2.216602048873421,2
90.1,5.757808307641234,3.761531850050031,2
91.1,5.949638552524217,4.045381348915615,2
92.1,4.741107801372491,3.485383991173812,2
93.1,5.426008651598608,3.7156399222402063,2
94.1,6.82186872519466,3.77300269395472,2
95.1,1.4952387523022006,1.8841009571911973,2
96.1,4.490313780632565,1.733208189049163,2
97.1,5.599721345045754,2.9209796887129857,2
98.1,3.819613412649856,1.4870689019678816,2
99.1,4.81832385656525,3.321081980714648,2
100.1,4.308431274136859,2.3159820346141338,2
101.1,4.978945588662668,2.240006675553703,2
102.1,2.933508709083166,3.124160810669442,2
103.1,2.970288506215429,1.9057942739258733,2
104.1,3.133518708922164,2.121313523353305,2
105.1,6.532547472598177,4.00063539048096,2
106.1,6.3847135608977705,2.8504313736736764,2
107.1,4.469258673811856,1.6431716052547962,2
108.1,6.570044131431166,3.415877685105079,2
109.1,3.5697338960238394,1.577964477254928,2
110.1,5.831396980033677,3.2416776839377004,2
111.1,3.836420446307817,2.805795329367052,2
112.1,3.325762473220969,1.8718788002529068,2
113.1,7.057925094022824,4.637659371263423,2
114.1,6.604182252038397,3.227748689097055,2
115.1,5.3385664895601606,4.842299546198065,2
116.1,3.814901525191293,2.470296510476383,2
117.1,3.400620195868233,2.620852623546104,2
118.1,6.107567374006841,2.200956164108999,2
119.1,7.60996010392877,5.859487008076711,2
120.1,7.032326455687409,4.218724531120147,2
121.1,3.3051461808662985,2.2518063219071256,2
122.1,6.950339300083354,2.9738032171240465,2
123.1,8.011020892931857,5.061310554676249,2
124.1,5.367831258836229,2.607886162067625,2
